timestamp,buyer,seller,symbol,currency,price,quantity,day,mark_side,counterparty,signed_qty,product,bid_price_1,bid_volume_1,ask_price_1,ask_volume_1,mid_price,spread,top_depth,price_vs_mid,price_vs_bid,price_vs_ask,book_relation,liquidity_proxy,side_sign,future_mid_t10,future_mid_t50,future_mid_t200,future_mid_t500,signed_mid_move_t10,edge_vs_trade_t10,signed_mid_move_t50,edge_vs_trade_t50,signed_mid_move_t200,edge_vs_trade_t200,signed_mid_move_t500,edge_vs_trade_t500,spread_pctile_in_product_day,top_depth_pctile_in_product_day
437400,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5220.0,5,3,buy,Mark 14,5,VELVETFRUIT_EXTRACT,5215,62,5220,15,5217.5,5,77,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5218.5,5218.5,5218.5,5219.5,1.0,-1.5,1.0,-1.5,1.0,-1.5,2.0,-0.5,0.8251,0.5045
437500,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5220.0,6,3,buy,Mark 14,6,VELVETFRUIT_EXTRACT,5217,9,5220,24,5218.5,3,33,1.5,3.0,0.0,at_ask,taker_proxy,1.0,5218.5,5218.5,5219.5,5219.5,0.0,-1.5,0.0,-1.5,1.0,-0.5,1.0,-0.5,0.0745,0.0785
439700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5215.0,3,3,sell,Mark 14,-3,VELVETFRUIT_EXTRACT,5215,23,5220,23,5217.5,5,46,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5216.5,5216.5,5217.5,5216.5,1.0,-1.5,1.0,-1.5,-0.0,-2.5,1.0,-1.5,0.8251,0.2311
441900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5219.0,5,3,buy,Mark 14,5,VELVETFRUIT_EXTRACT,5214,58,5219,17,5216.5,5,75,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5215.0,5215.0,5213.0,5215.5,-1.5,-4.0,-1.5,-4.0,-3.5,-6.0,-1.0,-3.5,0.8251,0.4635
442400,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5213.0,6,3,sell,Mark 01,-6,VELVETFRUIT_EXTRACT,5213,74,5218,24,5215.5,5,98,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5214.5,5214.5,5215.5,5218.5,1.0,-1.5,1.0,-1.5,-0.0,-2.5,-3.0,-5.5,0.8251,0.8315
444100,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5215.0,8,3,sell,Mark 01,-8,VELVETFRUIT_EXTRACT,5215,58,5221,58,5218.0,6,116,-3.0,0.0,-6.0,at_bid,taker_proxy,-1.0,5216.5,5216.5,5217.5,5216.0,1.5,-1.5,1.5,-1.5,0.5,-2.5,2.0,-1.0,1.0,0.8966
444500,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5218.0,8,3,buy,Mark 01,8,VELVETFRUIT_EXTRACT,5213,20,5218,55,5215.5,5,75,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5216.0,5216.0,5215.5,5214.5,0.5,-2.0,0.5,-2.0,0.0,-2.5,-1.0,-3.5,0.8251,0.4635
445000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5212.0,6,3,sell,Mark 14,-6,VELVETFRUIT_EXTRACT,5212,21,5217,57,5214.5,5,78,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5212.0,5212.0,5213.5,5211.0,2.5,-0.0,2.5,-0.0,1.0,-1.5,3.5,1.0,0.8251,0.5284
446200,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5209.0,7,3,sell,Mark 01,-7,VELVETFRUIT_EXTRACT,5209,56,5214,17,5211.5,5,73,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5212.0,5212.0,5210.0,5209.0,-0.5,-3.0,-0.5,-3.0,1.5,-1.0,2.5,-0.0,0.8251,0.42
448000,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5210.0,4,3,buy,Mark 14,4,VELVETFRUIT_EXTRACT,5205,54,5210,22,5207.5,5,76,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5208.5,5208.5,5208.5,5210.5,1.0,-1.5,1.0,-1.5,1.0,-1.5,3.0,0.5,0.8251,0.4839
450700,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5210.0,6,3,sell,Mark 01,-6,VELVETFRUIT_EXTRACT,5210,62,5216,62,5213.0,6,124,-3.0,0.0,-6.0,at_bid,taker_proxy,-1.0,5210.5,5210.5,5211.5,5208.0,2.5,-0.5,2.5,-0.5,1.5,-1.5,5.0,2.0,1.0,0.929
454000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5212.0,4,3,buy,Mark 01,4,VELVETFRUIT_EXTRACT,5206,52,5212,52,5209.0,6,104,3.0,6.0,0.0,at_ask,taker_proxy,1.0,5209.5,5209.5,5209.5,5213.5,0.5,-2.5,0.5,-2.5,0.5,-2.5,4.5,1.5,1.0,0.8519
454100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5207.0,6,3,sell,Mark 14,-6,VELVETFRUIT_EXTRACT,5207,18,5212,62,5209.5,5,80,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5209.5,5209.5,5211.5,5211.5,-0.0,-2.5,-0.0,-2.5,-2.0,-4.5,-2.0,-4.5,0.8251,0.5716
454500,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5211.0,3,3,sell,Mark 14,-3,VELVETFRUIT_EXTRACT,5211,23,5216,23,5213.5,5,46,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5211.5,5211.5,5212.5,5212.5,2.0,-0.5,2.0,-0.5,1.0,-1.5,1.0,-1.5,0.8251,0.2311
456100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5210.0,3,3,sell,Mark 14,-3,VELVETFRUIT_EXTRACT,5210,21,5215,70,5212.5,5,91,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5213.5,5213.5,5214.0,5213.5,-1.0,-3.5,-1.0,-3.5,-1.5,-4.0,-1.0,-3.5,0.8251,0.7643
456400,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5217.0,6,3,buy,Mark 01,6,VELVETFRUIT_EXTRACT,5211,63,5217,63,5214.0,6,126,3.0,6.0,0.0,at_ask,taker_proxy,1.0,5212.5,5212.5,5213.5,5210.0,-1.5,-4.5,-1.5,-4.5,-0.5,-3.5,-4.0,-7.0,1.0,0.9375
457800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5214.0,3,3,buy,Mark 14,3,VELVETFRUIT_EXTRACT,5209,50,5214,19,5211.5,5,69,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5211.5,5211.5,5211.5,5212.5,0.0,-2.5,0.0,-2.5,0.0,-2.5,1.0,-1.5,0.8251,0.3589
467300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5213.0,7,3,sell,Mark 14,-7,VELVETFRUIT_EXTRACT,5213,15,5218,15,5215.5,5,30,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5217.0,5217.0,5215.5,5214.5,-1.5,-4.0,-1.5,-4.0,-0.0,-2.5,1.0,-1.5,0.8251,0.0493
469100,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5208.0,3,3,sell,Mark 01,-3,VELVETFRUIT_EXTRACT,5208,66,5214,66,5211.0,6,132,-3.0,0.0,-6.0,at_bid,taker_proxy,-1.0,5210.5,5210.5,5210.5,5211.5,0.5,-2.5,0.5,-2.5,0.5,-2.5,-0.5,-3.5,1.0,0.962
471700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5209.0,5,3,sell,Mark 14,-5,VELVETFRUIT_EXTRACT,5209,19,5214,54,5211.5,5,73,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5212.0,5212.0,5211.5,5211.5,-0.5,-3.0,-0.5,-3.0,-0.0,-2.5,-0.0,-2.5,0.8251,0.42
477000,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5210.0,5,3,sell,Mark 14,-5,VELVETFRUIT_EXTRACT,5210,22,5215,57,5212.5,5,79,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5211.5,5211.5,5210.5,5211.5,1.0,-1.5,1.0,-1.5,2.0,-0.5,1.0,-1.5,0.8251,0.5487
478700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5220.0,4,3,buy,Mark 14,4,VELVETFRUIT_EXTRACT,5215,23,5220,23,5217.5,5,46,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5218.5,5218.5,5216.0,5216.5,1.0,-1.5,1.0,-1.5,-1.5,-4.0,-1.0,-3.5,0.8251,0.2311
485400,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5218.0,3,3,buy,Mark 01,3,VELVETFRUIT_EXTRACT,5213,21,5218,51,5215.5,5,72,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5216.5,5216.5,5215.5,5216.5,1.0,-1.5,1.0,-1.5,0.0,-2.5,1.0,-1.5,0.8251,0.4035
489800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5210.0,8,3,sell,Mark 14,-8,VELVETFRUIT_EXTRACT,5210,16,5215,63,5212.5,5,79,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5211.5,5211.5,5213.5,5213.5,1.0,-1.5,1.0,-1.5,-1.0,-3.5,-1.0,-3.5,0.8251,0.5487
493200,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5208.0,8,3,sell,Mark 01,-8,VELVETFRUIT_EXTRACT,5208,66,5213,22,5210.5,5,88,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5210.5,5210.5,5210.5,5209.5,-0.0,-2.5,-0.0,-2.5,-0.0,-2.5,1.0,-1.5,0.8251,0.7286
493700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5212.0,8,3,buy,Mark 14,8,VELVETFRUIT_EXTRACT,5207,73,5212,24,5209.5,5,97,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5211.5,5211.5,5210.5,5209.5,2.0,-0.5,2.0,-0.5,1.0,-1.5,0.0,-2.5,0.8251,0.8223
494100,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5212.0,4,3,buy,Mark 14,4,VELVETFRUIT_EXTRACT,5207,19,5212,19,5209.5,5,38,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5209.5,5209.5,5208.5,5208.5,0.0,-2.5,0.0,-2.5,-1.0,-3.5,-1.0,-3.5,0.8251,0.1463
497300,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5203.0,7,3,sell,Mark 14,-7,VELVETFRUIT_EXTRACT,5203,25,5208,66,5205.5,5,91,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5205.0,5205.0,5205.5,5206.5,0.5,-2.0,0.5,-2.0,-0.0,-2.5,-1.0,-3.5,0.8251,0.7643
497700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5209.0,4,3,buy,Mark 14,4,VELVETFRUIT_EXTRACT,5204,62,5209,24,5206.5,5,86,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5206.5,5206.5,5206.5,5203.5,0.0,-2.5,0.0,-2.5,0.0,-2.5,-3.0,-5.5,0.8251,0.6964
498800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5196.0,5,3,sell,Mark 14,-5,VELVETFRUIT_EXTRACT,5196,16,5201,16,5198.5,5,32,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5199.5,5199.5,5200.5,5201.5,-1.0,-3.5,-1.0,-3.5,-2.0,-4.5,-3.0,-5.5,0.8251,0.0751
499000,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5198.0,6,3,sell,Mark 01,-6,VELVETFRUIT_EXTRACT,5198,55,5203,16,5200.5,5,71,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5201.0,5201.0,5202.5,5200.0,-0.5,-3.0,-0.5,-3.0,-2.0,-4.5,0.5,-2.0,0.8251,0.3883
506200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5198.0,4,3,sell,Mark 14,-4,VELVETFRUIT_EXTRACT,5198,16,5203,16,5200.5,5,32,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5201.5,5201.5,5201.5,5203.5,-1.0,-3.5,-1.0,-3.5,-1.0,-3.5,-3.0,-5.5,0.8251,0.0751
508300,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5207.0,5,3,buy,Mark 14,5,VELVETFRUIT_EXTRACT,5202,73,5207,25,5204.5,5,98,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5204.5,5204.5,5204.5,5206.5,0.0,-2.5,0.0,-2.5,0.0,-2.5,2.0,-0.5,0.8251,0.8315
508400,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5207.0,7,3,buy,Mark 14,7,VELVETFRUIT_EXTRACT,5202,62,5207,18,5204.5,5,80,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5204.5,5204.5,5206.5,5206.5,0.0,-2.5,0.0,-2.5,2.0,-0.5,2.0,-0.5,0.8251,0.5716
518200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5208.0,3,3,sell,Mark 14,-3,VELVETFRUIT_EXTRACT,5208,18,5213,53,5210.5,5,71,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5210.5,5210.5,5209.5,5207.0,-0.0,-2.5,-0.0,-2.5,1.0,-1.5,3.5,1.0,0.8251,0.3883
519700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5206.0,8,3,buy,Mark 14,8,VELVETFRUIT_EXTRACT,5201,17,5206,17,5203.5,5,34,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5205.5,5205.5,5204.5,5205.5,2.0,-0.5,2.0,-0.5,1.0,-1.5,2.0,-0.5,0.8251,0.1024
521700,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5207.0,5,3,buy,Mark 01,5,VELVETFRUIT_EXTRACT,5202,19,5207,65,5204.5,5,84,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5203.5,5203.5,5204.0,5204.5,-1.0,-3.5,-1.0,-3.5,-0.5,-3.0,0.0,-2.5,0.8251,0.6577
522900,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5211.0,8,3,buy,Mark 14,8,VELVETFRUIT_EXTRACT,5206,55,5211,23,5208.5,5,78,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5207.0,5207.0,5206.5,5205.5,-1.5,-4.0,-1.5,-4.0,-2.0,-4.5,-3.0,-5.5,0.8251,0.5284
523200,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5209.0,5,3,buy,Mark 01,5,VELVETFRUIT_EXTRACT,5203,68,5209,68,5206.0,6,136,3.0,6.0,0.0,at_ask,taker_proxy,1.0,5205.5,5205.5,5205.5,5205.0,-0.5,-3.5,-0.5,-3.5,-0.5,-3.5,-1.0,-4.0,1.0,0.9768
524900,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5201.0,8,3,sell,Mark 01,-8,VELVETFRUIT_EXTRACT,5201,51,5207,51,5204.0,6,102,-3.0,0.0,-6.0,at_bid,taker_proxy,-1.0,5204.5,5204.5,5205.0,5206.5,-0.5,-3.5,-0.5,-3.5,-1.0,-4.0,-2.5,-5.5,1.0,0.8443
528200,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5205.0,4,3,buy,Mark 01,4,VELVETFRUIT_EXTRACT,5199,67,5205,67,5202.0,6,134,3.0,6.0,0.0,at_ask,taker_proxy,1.0,5201.5,5201.5,5200.5,5199.0,-0.5,-3.5,-0.5,-3.5,-1.5,-4.5,-3.0,-6.0,1.0,0.9693
530300,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5197.0,4,3,sell,Mark 01,-4,VELVETFRUIT_EXTRACT,5197,65,5202,15,5199.5,5,80,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5200.5,5200.5,5201.5,5197.0,-1.0,-3.5,-1.0,-3.5,-2.0,-4.5,2.5,-0.0,0.8251,0.5716
532400,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5197.0,4,3,sell,Mark 01,-4,VELVETFRUIT_EXTRACT,5197,67,5203,67,5200.0,6,134,-3.0,0.0,-6.0,at_bid,taker_proxy,-1.0,5202.0,5202.0,5201.5,5200.5,-2.0,-5.0,-2.0,-5.0,-1.5,-4.5,-0.5,-3.5,1.0,0.9693
532800,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5201.0,7,3,buy,Mark 14,7,VELVETFRUIT_EXTRACT,5196,48,5201,15,5198.5,5,63,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5200.5,5200.5,5199.0,5201.5,2.0,-0.5,2.0,-0.5,0.5,-2.0,3.0,0.5,0.8251,0.2916
534000,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5196.0,4,3,buy,Mark 01,4,VELVETFRUIT_EXTRACT,5193,7,5196,66,5194.5,3,73,1.5,3.0,0.0,at_ask,taker_proxy,1.0,5193.5,5193.5,5193.5,5193.0,-1.0,-2.5,-1.0,-2.5,-1.0,-2.5,-1.5,-3.0,0.0745,0.42
534700,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5190.0,5,3,sell,Mark 14,-5,VELVETFRUIT_EXTRACT,5190,19,5195,19,5192.5,5,38,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5191.5,5191.5,5191.5,5192.5,1.0,-1.5,1.0,-1.5,1.0,-1.5,-0.0,-2.5,0.8251,0.1463
539800,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5204.0,3,3,buy,Mark 01,3,VELVETFRUIT_EXTRACT,5198,52,5204,52,5201.0,6,104,3.0,6.0,0.0,at_ask,taker_proxy,1.0,5200.5,5200.5,5200.0,5201.5,-0.5,-3.5,-0.5,-3.5,-1.0,-4.0,0.5,-2.5,1.0,0.8519
540200,Mark 22,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5200.0,3,3,sell,Mark 22,-3,VELVETFRUIT_EXTRACT,5200,8,5203,51,5201.5,3,59,-1.5,0.0,-3.0,at_bid,taker_proxy,-1.0,5201.5,5201.5,5201.5,5205.5,-0.0,-1.5,-0.0,-1.5,-0.0,-1.5,-4.0,-5.5,0.0745,0.2746
545400,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5200.0,5,3,sell,Mark 14,-5,VELVETFRUIT_EXTRACT,5200,21,5205,21,5202.5,5,42,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5201.5,5201.5,5199.5,5202.5,1.0,-1.5,1.0,-1.5,3.0,0.5,-0.0,-2.5,0.8251,0.1874
547600,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5210.0,4,3,buy,Mark 01,4,VELVETFRUIT_EXTRACT,5205,20,5210,58,5207.5,5,78,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5208.5,5208.5,5209.5,5208.5,1.0,-1.5,1.0,-1.5,2.0,-0.5,1.0,-1.5,0.8251,0.5284
552500,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5214.0,8,3,sell,Mark 14,-8,VELVETFRUIT_EXTRACT,5214,18,5219,18,5216.5,5,36,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5216.5,5216.5,5216.5,5216.5,-0.0,-2.5,-0.0,-2.5,-0.0,-2.5,-0.0,-2.5,0.8251,0.1243
554500,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5223.0,3,3,buy,Mark 14,3,VELVETFRUIT_EXTRACT,5218,19,5223,19,5220.5,5,38,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5220.0,5220.0,5221.5,5223.5,-0.5,-3.0,-0.5,-3.0,1.0,-1.5,3.0,0.5,0.8251,0.1463
555200,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5222.0,6,3,sell,Mark 14,-6,VELVETFRUIT_EXTRACT,5222,16,5227,50,5224.5,5,66,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5225.0,5225.0,5223.5,5220.5,-0.5,-3.0,-0.5,-3.0,1.0,-1.5,4.0,1.5,0.8251,0.3186
559400,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5214.0,3,3,sell,Mark 01,-3,VELVETFRUIT_EXTRACT,5214,66,5219,17,5216.5,5,83,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5217.5,5217.5,5216.5,5216.5,-1.0,-3.5,-1.0,-3.5,-0.0,-2.5,-0.0,-2.5,0.8251,0.6394
560300,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5220.0,4,3,buy,Mark 14,4,VELVETFRUIT_EXTRACT,5215,20,5220,20,5217.5,5,40,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5215.5,5215.5,5215.0,5214.5,-2.0,-4.5,-2.0,-4.5,-2.5,-5.0,-3.0,-5.5,0.8251,0.1661
561000,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5212.0,6,3,sell,Mark 01,-6,VELVETFRUIT_EXTRACT,5212,51,5218,51,5215.0,6,102,-3.0,0.0,-6.0,at_bid,taker_proxy,-1.0,5214.5,5214.5,5216.5,5217.5,0.5,-2.5,0.5,-2.5,-1.5,-4.5,-2.5,-5.5,1.0,0.8443
562200,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5220.0,8,3,buy,Mark 14,8,VELVETFRUIT_EXTRACT,5217,8,5220,16,5218.5,3,24,1.5,3.0,0.0,at_ask,taker_proxy,1.0,5218.0,5218.0,5218.5,5220.5,-0.5,-2.0,-0.5,-2.0,0.0,-1.5,2.0,0.5,0.0745,0.0058
562500,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5222.0,7,3,buy,Mark 01,7,VELVETFRUIT_EXTRACT,5216,52,5222,52,5219.0,6,104,3.0,6.0,0.0,at_ask,taker_proxy,1.0,5219.5,5219.5,5220.5,5220.0,0.5,-2.5,0.5,-2.5,1.5,-1.5,1.0,-2.0,1.0,0.8519
562900,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5224.0,3,3,buy,Mark 01,3,VELVETFRUIT_EXTRACT,5218,68,5224,68,5221.0,6,136,3.0,6.0,0.0,at_ask,taker_proxy,1.0,5220.0,5220.0,5221.5,5222.5,-1.0,-4.0,-1.0,-4.0,0.5,-2.5,1.5,-1.5,1.0,0.9768
565100,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5229.0,6,3,buy,Mark 14,6,VELVETFRUIT_EXTRACT,5227,14,5229,22,5228.0,2,36,1.0,2.0,0.0,at_ask,taker_proxy,1.0,5227.5,5227.5,5226.5,5226.5,-0.5,-1.5,-0.5,-1.5,-1.5,-2.5,-1.5,-2.5,0.0407,0.1243
566100,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5223.0,4,3,sell,Mark 01,-4,VELVETFRUIT_EXTRACT,5223,67,5228,19,5225.5,5,86,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5227.5,5227.5,5227.5,5225.5,-2.0,-4.5,-2.0,-4.5,-2.0,-4.5,-0.0,-2.5,0.8251,0.6964
567800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5222.0,5,3,sell,Mark 14,-5,VELVETFRUIT_EXTRACT,5222,22,5227,70,5224.5,5,92,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5224.5,5224.5,5226.5,5227.5,-0.0,-2.5,-0.0,-2.5,-2.0,-4.5,-3.0,-5.5,0.8251,0.7775
569900,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5228.0,4,3,buy,Mark 01,4,VELVETFRUIT_EXTRACT,5222,61,5228,61,5225.0,6,122,3.0,6.0,0.0,at_ask,taker_proxy,1.0,5225.5,5225.5,5226.5,5225.5,0.5,-2.5,0.5,-2.5,1.5,-1.5,0.5,-2.5,1.0,0.9199
570100,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5224.0,3,3,sell,Mark 14,-3,VELVETFRUIT_EXTRACT,5224,18,5229,18,5226.5,5,36,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5226.5,5226.5,5226.5,5226.5,-0.0,-2.5,-0.0,-2.5,-0.0,-2.5,-0.0,-2.5,0.8251,0.1243
572800,Mark 22,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5217.0,6,3,sell,Mark 22,-6,VELVETFRUIT_EXTRACT,5217,9,5220,50,5218.5,3,59,-1.5,0.0,-3.0,at_bid,taker_proxy,-1.0,5217.5,5217.5,5218.0,5219.0,1.0,-0.5,1.0,-0.5,0.5,-1.0,-0.5,-2.0,0.0745,0.2746
578300,Mark 55,Mark 01,VELVETFRUIT_EXTRACT,XIRECS,5223.0,8,3,buy,Mark 01,8,VELVETFRUIT_EXTRACT,5218,24,5223,61,5220.5,5,85,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5220.5,5220.5,5220.5,5222.0,0.0,-2.5,0.0,-2.5,0.0,-2.5,1.5,-1.0,0.8251,0.6764
578400,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5218.0,3,3,sell,Mark 01,-3,VELVETFRUIT_EXTRACT,5218,65,5223,23,5220.5,5,88,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5220.5,5220.5,5220.5,5223.0,-0.0,-2.5,-0.0,-2.5,-0.0,-2.5,-2.5,-5.0,0.8251,0.7286
584400,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5220.0,6,3,buy,Mark 14,6,VELVETFRUIT_EXTRACT,5215,64,5220,17,5217.5,5,81,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5217.5,5217.5,5217.5,5215.5,0.0,-2.5,0.0,-2.5,0.0,-2.5,-2.0,-4.5,0.8251,0.5945
587400,Mark 01,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5213.0,6,3,sell,Mark 01,-6,VELVETFRUIT_EXTRACT,5213,61,5218,24,5215.5,5,85,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5216.5,5216.5,5215.5,5217.0,-1.0,-3.5,-1.0,-3.5,-0.0,-2.5,-1.5,-4.0,0.8251,0.6764
587700,Mark 55,Mark 14,VELVETFRUIT_EXTRACT,XIRECS,5218.0,8,3,buy,Mark 14,8,VELVETFRUIT_EXTRACT,5213,58,5218,15,5215.5,5,73,2.5,5.0,0.0,at_ask,taker_proxy,1.0,5217.5,5217.5,5217.0,5217.5,2.0,-0.5,2.0,-0.5,1.5,-1.0,2.0,-0.5,0.8251,0.42
589800,Mark 14,Mark 55,VELVETFRUIT_EXTRACT,XIRECS,5223.0,4,3,sell,Mark 14,-4,VELVETFRUIT_EXTRACT,5223,23,5228,23,5225.5,5,46,-2.5,0.0,-5.0,at_bid,taker_proxy,-1.0,5227.5,5227.5,5226.5,5223.0,-2.0,-4.5,-2.0,-4.5,-1.0,-3.5,2.5,-0.0,0.8251,0.2311
