timestamp,buyer,seller,symbol,currency,price,quantity,day,side,counterparty,bid_price_1,ask_price_1,mid_price,spread,bid_depth_3,ask_depth_3,total_depth_3,px_minus_mid,mark_price_adv_vs_mid,px_vs_bid,px_vs_ask,at_or_through_best,inside_spread,future_mid_t10,markout_trade_t10,markout_mid_t10,future_mid_t50,markout_trade_t50,markout_mid_t50,future_mid_t200,markout_trade_t200,markout_mid_t200,future_mid_t500,markout_trade_t500,markout_mid_t500
155400,Mark 38,Mark 22,VEV_4500,XIRECS,739.0,2,3,buy,Mark 22,732,739,735.5,7,19.0,21.0,40.0,3.5,-3.5,7.0,0.0,True,False,739.0,0.0,3.5,739.0,0.0,3.5,739.0,0.0,3.5,739.0,0.0,3.5
155400,Mark 38,Mark 22,VEV_5000,XIRECS,242.0,2,3,buy,Mark 22,240,242,241.0,2,19.0,21.0,40.0,1.0,-1.0,2.0,0.0,True,False,241.5,-0.5,0.5,241.5,-0.5,0.5,242.0,0.0,1.0,242.0,0.0,1.0
155400,Mark 38,Mark 22,VEV_5100,XIRECS,151.0,2,3,buy,Mark 22,150,151,150.5,1,19.0,21.0,40.0,0.5,-0.5,1.0,0.0,True,False,151.0,0.0,0.5,151.0,0.0,0.5,151.0,0.0,0.5,151.0,0.0,0.5
155400,Mark 38,Mark 22,VEV_5200,XIRECS,79.0,2,3,buy,Mark 22,78,79,78.5,1,19.0,21.0,40.0,0.5,-0.5,1.0,0.0,True,False,78.5,-0.5,0.0,78.5,-0.5,0.0,78.5,-0.5,0.0,79.0,0.0,0.5
157500,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10033.0,6,3,buy,Mark 14,10017,10033,10025.0,16,40.0,40.0,80.0,8.0,-8.0,16.0,0.0,True,False,10024.0,-9.0,-1.0,10024.0,-9.0,-1.0,10024.0,-9.0,-1.0,10028.0,-5.0,3.0
160100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10044.0,4,3,buy,Mark 14,10028,10044,10036.0,16,36.0,36.0,72.0,8.0,-8.0,16.0,0.0,True,False,10039.0,-5.0,3.0,10039.0,-5.0,3.0,10040.0,-4.0,4.0,10044.0,0.0,8.0
165300,Mark 38,Mark 14,VEV_4000,XIRECS,1251.0,3,3,buy,Mark 14,1230,1251,1240.5,21,30.0,30.0,60.0,10.5,-10.5,21.0,0.0,True,False,1240.5,-10.5,0.0,1240.5,-10.5,0.0,1239.5,-11.5,-1.0,1240.5,-10.5,0.0
167900,Mark 14,Mark 38,VEV_4000,XIRECS,1232.0,1,3,sell,Mark 14,1232,1253,1242.5,21,38.0,38.0,76.0,-10.5,-10.5,0.0,-21.0,True,False,1243.5,-11.5,-1.0,1243.5,-11.5,-1.0,1242.0,-10.0,0.5,1239.5,-7.5,3.0
173800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10037.0,5,3,buy,Mark 14,10021,10037,10029.0,16,33.0,33.0,66.0,8.0,-8.0,16.0,0.0,True,False,10033.0,-4.0,4.0,10033.0,-4.0,4.0,10030.0,-7.0,1.0,10029.0,-8.0,0.0
174100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10040.0,2,3,buy,Mark 14,10024,10040,10032.0,16,38.0,38.0,76.0,8.0,-8.0,16.0,0.0,True,False,10029.0,-11.0,-3.0,10029.0,-11.0,-3.0,10029.0,-11.0,-3.0,10029.0,-11.0,-3.0
175100,Mark 38,Mark 14,VEV_4000,XIRECS,1259.0,3,3,buy,Mark 14,1238,1259,1248.5,21,35.0,35.0,70.0,10.5,-10.5,21.0,0.0,True,False,1247.5,-11.5,-1.0,1247.5,-11.5,-1.0,1247.5,-11.5,-1.0,1248.5,-10.5,0.0
176700,Mark 14,Mark 38,VEV_4000,XIRECS,1238.0,1,3,sell,Mark 14,1238,1259,1248.5,21,36.0,36.0,72.0,-10.5,-10.5,0.0,-21.0,True,False,1247.5,-9.5,1.0,1247.5,-9.5,1.0,1246.5,-8.5,2.0,1247.5,-9.5,1.0
177200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10030.0,2,3,sell,Mark 14,10030,10046,10038.0,16,37.0,37.0,74.0,-8.0,-8.0,0.0,-16.0,True,False,10039.0,-9.0,-1.0,10039.0,-9.0,-1.0,10040.0,-10.0,-2.0,10033.0,-3.0,5.0
180300,Mark 38,Mark 14,VEV_4000,XIRECS,1258.0,3,3,buy,Mark 14,1237,1258,1247.5,21,38.0,38.0,76.0,10.5,-10.5,21.0,0.0,True,False,1247.5,-10.5,0.0,1247.5,-10.5,0.0,1247.5,-10.5,0.0,1244.0,-14.0,-3.5
180800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10018.0,5,3,sell,Mark 14,10018,10034,10026.0,16,35.0,35.0,70.0,-8.0,-8.0,0.0,-16.0,True,False,10026.0,-8.0,0.0,10026.0,-8.0,0.0,10024.0,-6.0,2.0,10020.0,-2.0,6.0
181200,Mark 14,Mark 38,VEV_4000,XIRECS,1235.0,2,3,sell,Mark 14,1235,1256,1245.5,21,28.0,28.0,56.0,-10.5,-10.5,0.0,-21.0,True,False,1246.5,-11.5,-1.0,1246.5,-11.5,-1.0,1248.5,-13.5,-3.0,1247.5,-12.5,-2.0
182100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10019.0,6,3,buy,Mark 14,10003,10019,10011.0,16,33.0,33.0,66.0,8.0,-8.0,16.0,0.0,True,False,10012.0,-7.0,1.0,10012.0,-7.0,1.0,10012.0,-7.0,1.0,10014.0,-5.0,3.0
182100,Mark 14,Mark 38,VEV_4000,XIRECS,1237.0,3,3,sell,Mark 14,1237,1258,1247.5,21,36.0,36.0,72.0,-10.5,-10.5,0.0,-21.0,True,False,1248.5,-11.5,-1.0,1248.5,-11.5,-1.0,1247.5,-10.5,0.0,1247.5,-10.5,0.0
182500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10007.0,6,3,sell,Mark 14,10007,10023,10015.0,16,38.0,38.0,76.0,-8.0,-8.0,0.0,-16.0,True,False,10014.0,-7.0,1.0,10014.0,-7.0,1.0,10013.5,-6.5,1.5,10021.0,-14.0,-6.0
183100,Mark 14,Mark 38,VEV_4000,XIRECS,1237.0,3,3,sell,Mark 14,1237,1258,1247.5,21,40.0,40.0,80.0,-10.5,-10.5,0.0,-21.0,True,False,1246.5,-9.5,1.0,1246.5,-9.5,1.0,1245.5,-8.5,2.0,1246.5,-9.5,1.0
183400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10031.0,4,3,buy,Mark 14,10015,10031,10023.0,16,40.0,40.0,80.0,8.0,-8.0,16.0,0.0,True,False,10022.0,-9.0,-1.0,10022.0,-9.0,-1.0,10022.0,-9.0,-1.0,10019.0,-12.0,-4.0
189100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9992.0,4,3,sell,Mark 14,9992,10008,10000.0,16,42.0,42.0,84.0,-8.0,-8.0,0.0,-16.0,True,False,10002.0,-10.0,-2.0,10002.0,-10.0,-2.0,10004.0,-12.0,-4.0,10000.0,-8.0,0.0
191300,Mark 38,Mark 14,VEV_4000,XIRECS,1259.0,1,3,buy,Mark 14,1238,1259,1248.5,21,38.0,38.0,76.0,10.5,-10.5,21.0,0.0,True,False,1249.5,-9.5,1.0,1249.5,-9.5,1.0,1247.5,-11.5,-1.0,1246.5,-12.5,-2.0
191900,Mark 14,Mark 38,VEV_4000,XIRECS,1236.0,1,3,sell,Mark 14,1236,1257,1246.5,21,33.0,33.0,66.0,-10.5,-10.5,0.0,-21.0,True,False,1246.5,-10.5,0.0,1246.5,-10.5,0.0,1247.5,-11.5,-1.0,1249.5,-13.5,-3.0
194700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10006.0,3,3,sell,Mark 14,10006,10022,10014.0,16,39.0,39.0,78.0,-8.0,-8.0,0.0,-16.0,True,False,10015.0,-9.0,-1.0,10015.0,-9.0,-1.0,10017.0,-11.0,-3.0,10017.0,-11.0,-3.0
196600,Mark 14,Mark 38,VEV_4000,XIRECS,1234.0,1,3,sell,Mark 14,1234,1255,1244.5,21,31.0,31.0,62.0,-10.5,-10.5,0.0,-21.0,True,False,1244.5,-10.5,0.0,1244.5,-10.5,0.0,1245.5,-11.5,-1.0,1243.5,-9.5,1.0
198800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10029.0,5,3,buy,Mark 14,10013,10029,10021.0,16,34.0,34.0,68.0,8.0,-8.0,16.0,0.0,True,False,10020.0,-9.0,-1.0,10020.0,-9.0,-1.0,10022.0,-7.0,1.0,10018.0,-11.0,-3.0
200100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10028.0,3,3,buy,Mark 14,10012,10028,10020.0,16,42.0,42.0,84.0,8.0,-8.0,16.0,0.0,True,False,10019.0,-9.0,-1.0,10019.0,-9.0,-1.0,10020.0,-8.0,0.0,10016.0,-12.0,-4.0
202200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9995.0,5,3,sell,Mark 14,9995,10011,10003.0,16,35.0,35.0,70.0,-8.0,-8.0,0.0,-16.0,True,False,10005.0,-10.0,-2.0,10005.0,-10.0,-2.0,10005.0,-10.0,-2.0,10003.0,-8.0,0.0
202500,Mark 38,Mark 14,VEV_4000,XIRECS,1247.0,1,3,buy,Mark 14,1226,1247,1236.5,21,36.0,36.0,72.0,10.5,-10.5,21.0,0.0,True,False,1236.5,-10.5,0.0,1236.5,-10.5,0.0,1236.5,-10.5,0.0,1237.5,-9.5,1.0
203300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10000.0,4,3,sell,Mark 14,10000,10016,10008.0,16,35.0,35.0,70.0,-8.0,-8.0,0.0,-16.0,True,False,10008.0,-8.0,0.0,10008.0,-8.0,0.0,10011.0,-11.0,-3.0,10013.0,-13.0,-5.0
203500,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10003.0,3,3,sell,Mark 14,10003,10019,10011.0,16,36.0,36.0,72.0,-8.0,-8.0,0.0,-16.0,True,False,10007.5,-4.5,3.5,10007.5,-4.5,3.5,10011.0,-8.0,0.0,10009.0,-6.0,2.0
203800,Mark 38,Mark 14,VEV_4000,XIRECS,1245.0,1,3,buy,Mark 14,1224,1245,1234.5,21,30.0,30.0,60.0,10.5,-10.5,21.0,0.0,True,False,1234.0,-11.0,-0.5,1234.0,-11.0,-0.5,1235.0,-10.0,0.5,1238.5,-6.5,4.0
204800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9993.0,4,3,sell,Mark 14,9993,10009,10001.0,16,33.0,33.0,66.0,-8.0,-8.0,0.0,-16.0,True,False,10001.0,-8.0,0.0,10001.0,-8.0,0.0,9996.0,-3.0,5.0,9995.0,-2.0,6.0
205100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9986.0,5,3,sell,Mark 14,9986,10002,9994.0,16,35.0,35.0,70.0,-8.0,-8.0,0.0,-16.0,True,False,9996.5,-10.5,-2.5,9996.5,-10.5,-2.5,9995.0,-9.0,-1.0,9997.0,-11.0,-3.0
205400,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10005.0,4,3,buy,Mark 14,9989,10005,9997.0,16,36.0,36.0,72.0,8.0,-8.0,16.0,0.0,True,False,9996.0,-9.0,-1.0,9996.0,-9.0,-1.0,9997.0,-8.0,0.0,9994.0,-11.0,-3.0
206300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9981.0,6,3,sell,Mark 14,9981,9997,9989.0,16,36.0,36.0,72.0,-8.0,-8.0,0.0,-16.0,True,False,9987.0,-6.0,2.0,9987.0,-6.0,2.0,9992.0,-11.0,-3.0,9985.5,-4.5,3.5
209200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9972.0,5,3,sell,Mark 14,9972,9988,9980.0,16,38.0,38.0,76.0,-8.0,-8.0,0.0,-16.0,True,False,9984.0,-12.0,-4.0,9984.0,-12.0,-4.0,9989.0,-17.0,-9.0,9995.0,-23.0,-15.0
213400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9994.0,3,3,sell,Mark 14,9994,10010,10002.0,16,42.0,42.0,84.0,-8.0,-8.0,0.0,-16.0,True,False,10002.0,-8.0,0.0,10002.0,-8.0,0.0,10002.0,-8.0,0.0,10004.0,-10.0,-2.0
217100,Mark 38,Mark 22,HYDROGEL_PACK,XIRECS,10020.0,3,3,buy,Mark 22,10013,10020,10016.5,7,36.0,41.0,77.0,3.5,-3.5,7.0,0.0,True,False,10019.0,-1.0,2.5,10019.0,-1.0,2.5,10020.0,0.0,3.5,10024.0,4.0,7.5
220600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10013.0,5,3,sell,Mark 14,10013,10029,10021.0,16,40.0,40.0,80.0,-8.0,-8.0,0.0,-16.0,True,False,10019.0,-6.0,2.0,10019.0,-6.0,2.0,10019.0,-6.0,2.0,10022.0,-9.0,-1.0
221900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10036.0,5,3,buy,Mark 14,10020,10036,10028.0,16,37.0,37.0,74.0,8.0,-8.0,16.0,0.0,True,False,10030.5,-5.5,2.5,10030.5,-5.5,2.5,10030.0,-6.0,2.0,10025.0,-11.0,-3.0
222300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10035.0,2,3,buy,Mark 14,10019,10035,10027.0,16,32.0,32.0,64.0,8.0,-8.0,16.0,0.0,True,False,10025.0,-10.0,-2.0,10025.0,-10.0,-2.0,10024.0,-11.0,-3.0,10019.0,-16.0,-8.0
229500,Mark 38,Mark 14,VEV_4000,XIRECS,1252.0,2,3,buy,Mark 14,1231,1252,1241.5,21,38.0,38.0,76.0,10.5,-10.5,21.0,0.0,True,False,1242.5,-9.5,1.0,1242.5,-9.5,1.0,1243.5,-8.5,2.0,1244.5,-7.5,3.0
230300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9972.0,5,3,sell,Mark 14,9972,9988,9980.0,16,34.0,34.0,68.0,-8.0,-8.0,0.0,-16.0,True,False,9975.5,-3.5,4.5,9975.5,-3.5,4.5,9980.0,-8.0,0.0,9973.5,-1.5,6.5
230900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9984.0,6,3,buy,Mark 14,9968,9984,9976.0,16,41.0,41.0,82.0,8.0,-8.0,16.0,0.0,True,False,9973.0,-11.0,-3.0,9973.0,-11.0,-3.0,9974.0,-10.0,-2.0,9976.0,-8.0,0.0
231300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9968.0,3,3,sell,Mark 14,9968,9984,9976.0,16,43.0,43.0,86.0,-8.0,-8.0,0.0,-16.0,True,False,9976.0,-8.0,0.0,9976.0,-8.0,0.0,9978.0,-10.0,-2.0,9973.0,-5.0,3.0
233100,Mark 14,Mark 38,VEV_4000,XIRECS,1222.0,3,3,sell,Mark 14,1222,1243,1232.5,21,41.0,41.0,82.0,-10.5,-10.5,0.0,-21.0,True,False,1234.5,-12.5,-2.0,1234.5,-12.5,-2.0,1234.0,-12.0,-1.5,1234.5,-12.5,-2.0
234700,Mark 38,Mark 14,VEV_4000,XIRECS,1244.0,2,3,buy,Mark 14,1223,1244,1233.5,21,41.0,41.0,82.0,10.5,-10.5,21.0,0.0,True,False,1233.0,-11.0,-0.5,1233.0,-11.0,-0.5,1233.5,-10.5,0.0,1235.5,-8.5,2.0
235900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9992.0,3,3,sell,Mark 14,9992,10008,10000.0,16,33.0,33.0,66.0,-8.0,-8.0,0.0,-16.0,True,False,10001.0,-9.0,-1.0,10001.0,-9.0,-1.0,10000.0,-8.0,0.0,10003.0,-11.0,-3.0
236300,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9994.0,4,3,sell,Mark 14,9994,10010,10002.0,16,44.0,44.0,88.0,-8.0,-8.0,0.0,-16.0,True,False,10003.0,-9.0,-1.0,10003.0,-9.0,-1.0,10006.0,-12.0,-4.0,10010.0,-16.0,-8.0
240100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10013.0,2,3,sell,Mark 14,10013,10029,10021.0,16,44.0,44.0,88.0,-8.0,-8.0,0.0,-16.0,True,False,10021.0,-8.0,0.0,10021.0,-8.0,0.0,10017.0,-4.0,4.0,10020.0,-7.0,1.0
240700,Mark 14,Mark 38,VEV_4000,XIRECS,1225.0,3,3,sell,Mark 14,1225,1246,1235.5,21,31.0,31.0,62.0,-10.5,-10.5,0.0,-21.0,True,False,1235.5,-10.5,0.0,1235.5,-10.5,0.0,1233.5,-8.5,2.0,1232.0,-7.0,3.5
241200,Mark 14,Mark 38,VEV_4000,XIRECS,1222.0,1,3,sell,Mark 14,1222,1242,1232.0,20,41.0,41.0,82.0,-10.0,-10.0,0.0,-20.0,True,False,1231.5,-9.5,0.5,1231.5,-9.5,0.5,1231.0,-9.0,1.0,1231.5,-9.5,0.5
247000,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10038.0,6,3,buy,Mark 14,10022,10038,10030.0,16,40.0,40.0,80.0,8.0,-8.0,16.0,0.0,True,False,10029.0,-9.0,-1.0,10029.0,-9.0,-1.0,10032.0,-6.0,2.0,10029.0,-9.0,-1.0
252700,Mark 38,Mark 14,VEV_4000,XIRECS,1250.0,1,3,buy,Mark 14,1229,1250,1239.5,21,40.0,40.0,80.0,10.5,-10.5,21.0,0.0,True,False,1241.5,-8.5,2.0,1241.5,-8.5,2.0,1241.5,-8.5,2.0,1240.5,-9.5,1.0
254800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10031.0,4,3,sell,Mark 14,10031,10047,10039.0,16,37.0,37.0,74.0,-8.0,-8.0,0.0,-16.0,True,False,10040.0,-9.0,-1.0,10040.0,-9.0,-1.0,10037.0,-6.0,2.0,10036.0,-5.0,3.0
254900,Mark 22,Mark 38,HYDROGEL_PACK,XIRECS,10036.0,3,3,sell,Mark 22,10036,10044,10040.0,8,41.0,36.0,77.0,-4.0,-4.0,0.0,-8.0,True,False,10037.0,-1.0,3.0,10037.0,-1.0,3.0,10037.0,-1.0,3.0,10041.0,-5.0,-1.0
256400,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10032.0,4,3,sell,Mark 14,10032,10048,10040.0,16,31.0,31.0,62.0,-8.0,-8.0,0.0,-16.0,True,False,10041.0,-9.0,-1.0,10041.0,-9.0,-1.0,10041.0,-9.0,-1.0,10037.0,-5.0,3.0
258200,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10010.0,3,3,sell,Mark 14,10010,10026,10018.0,16,40.0,40.0,80.0,-8.0,-8.0,0.0,-16.0,True,False,10016.0,-6.0,2.0,10016.0,-6.0,2.0,10018.0,-8.0,0.0,10019.0,-9.0,-1.0
259200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10023.0,4,3,buy,Mark 14,10007,10023,10015.0,16,40.0,40.0,80.0,8.0,-8.0,16.0,0.0,True,False,10017.0,-6.0,2.0,10017.0,-6.0,2.0,10015.0,-8.0,0.0,10012.0,-11.0,-3.0
259900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10001.0,2,3,sell,Mark 14,10001,10017,10009.0,16,42.0,42.0,84.0,-8.0,-8.0,0.0,-16.0,True,False,10012.0,-11.0,-3.0,10012.0,-11.0,-3.0,10010.0,-9.0,-1.0,10008.0,-7.0,1.0
261600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9995.0,6,3,sell,Mark 14,9995,10011,10003.0,16,42.0,42.0,84.0,-8.0,-8.0,0.0,-16.0,True,False,10004.0,-9.0,-1.0,10004.0,-9.0,-1.0,10003.0,-8.0,0.0,10003.0,-8.0,0.0
262100,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10011.0,6,3,buy,Mark 14,9995,10011,10003.0,16,38.0,38.0,76.0,8.0,-8.0,16.0,0.0,True,False,10004.0,-7.0,1.0,10004.0,-7.0,1.0,10005.0,-6.0,2.0,10011.0,0.0,8.0
263200,Mark 14,Mark 38,VEV_4000,XIRECS,1216.0,3,3,sell,Mark 14,1216,1237,1226.5,21,38.0,38.0,76.0,-10.5,-10.5,0.0,-21.0,True,False,1227.5,-11.5,-1.0,1227.5,-11.5,-1.0,1228.0,-12.0,-1.5,1229.5,-13.5,-3.0
265900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9982.0,6,3,sell,Mark 14,9982,9998,9990.0,16,33.0,33.0,66.0,-8.0,-8.0,0.0,-16.0,True,False,9990.0,-8.0,0.0,9990.0,-8.0,0.0,9990.0,-8.0,0.0,9996.0,-14.0,-6.0
266300,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10001.0,6,3,buy,Mark 14,9993,10001,9997.0,8,48.0,42.0,90.0,4.0,-4.0,8.0,0.0,True,False,9996.0,-5.0,-1.0,9996.0,-5.0,-1.0,9995.0,-6.0,-2.0,9993.0,-8.0,-4.0
268100,Mark 38,Mark 14,VEV_4000,XIRECS,1247.0,3,3,buy,Mark 14,1226,1247,1236.5,21,30.0,30.0,60.0,10.5,-10.5,21.0,0.0,True,False,1239.5,-7.5,3.0,1239.5,-7.5,3.0,1239.5,-7.5,3.0,1237.5,-9.5,1.0
268800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10005.0,2,3,buy,Mark 14,9989,10005,9997.0,16,41.0,41.0,82.0,8.0,-8.0,16.0,0.0,True,False,9994.0,-11.0,-3.0,9994.0,-11.0,-3.0,9995.0,-10.0,-2.0,9993.0,-12.0,-4.0
270900,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9994.0,6,3,sell,Mark 14,9994,10010,10002.0,16,37.0,37.0,74.0,-8.0,-8.0,0.0,-16.0,True,False,10003.0,-9.0,-1.0,10003.0,-9.0,-1.0,10002.0,-8.0,0.0,10004.0,-10.0,-2.0
276600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,10001.0,6,3,sell,Mark 14,10001,10017,10009.0,16,41.0,41.0,82.0,-8.0,-8.0,0.0,-16.0,True,False,10013.0,-12.0,-4.0,10013.0,-12.0,-4.0,10007.0,-6.0,2.0,10007.0,-6.0,2.0
277800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9990.0,6,3,sell,Mark 14,9990,10006,9998.0,16,34.0,34.0,68.0,-8.0,-8.0,0.0,-16.0,True,False,10000.0,-10.0,-2.0,10000.0,-10.0,-2.0,10000.0,-10.0,-2.0,10000.0,-10.0,-2.0
281900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10020.0,2,3,buy,Mark 14,10004,10020,10012.0,16,37.0,37.0,74.0,8.0,-8.0,16.0,0.0,True,False,10012.0,-8.0,0.0,10012.0,-8.0,0.0,10013.0,-7.0,1.0,10011.0,-9.0,-1.0
296200,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10033.0,6,3,buy,Mark 14,10017,10033,10025.0,16,39.0,39.0,78.0,8.0,-8.0,16.0,0.0,True,False,10027.0,-6.0,2.0,10027.0,-6.0,2.0,10029.0,-4.0,4.0,10025.0,-8.0,0.0
296500,Mark 38,Mark 14,VEV_4000,XIRECS,1232.0,3,3,buy,Mark 14,1212,1232,1222.0,20,39.0,39.0,78.0,10.0,-10.0,20.0,0.0,True,False,1221.5,-10.5,-0.5,1221.5,-10.5,-0.5,1220.5,-11.5,-1.5,1224.5,-7.5,2.5
303900,Mark 14,Mark 38,VEV_4000,XIRECS,1210.0,3,3,sell,Mark 14,1210,1231,1220.5,21,30.0,30.0,60.0,-10.5,-10.5,0.0,-21.0,True,False,1219.5,-9.5,1.0,1219.5,-9.5,1.0,1219.0,-9.0,1.5,1220.5,-10.5,0.0
306100,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9999.0,4,3,sell,Mark 14,9999,10015,10007.0,16,35.0,35.0,70.0,-8.0,-8.0,0.0,-16.0,True,False,10006.0,-7.0,1.0,10006.0,-7.0,1.0,10007.0,-8.0,0.0,10004.0,-5.0,3.0
310600,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9997.0,5,3,buy,Mark 14,9981,9997,9989.0,16,40.0,40.0,80.0,8.0,-8.0,16.0,0.0,True,False,9984.0,-13.0,-5.0,9984.0,-13.0,-5.0,9983.5,-13.5,-5.5,9986.0,-11.0,-3.0
312000,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9978.0,3,3,sell,Mark 14,9978,9994,9986.0,16,42.0,42.0,84.0,-8.0,-8.0,0.0,-16.0,True,False,9988.0,-10.0,-2.0,9988.0,-10.0,-2.0,9987.0,-9.0,-1.0,9980.0,-2.0,6.0
312800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9974.0,5,3,sell,Mark 14,9974,9990,9982.0,16,33.0,33.0,66.0,-8.0,-8.0,0.0,-16.0,True,False,9983.0,-9.0,-1.0,9983.0,-9.0,-1.0,9984.0,-10.0,-2.0,9987.0,-13.0,-5.0
314800,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9995.0,2,3,buy,Mark 14,9979,9995,9987.0,16,31.0,31.0,62.0,8.0,-8.0,16.0,0.0,True,False,9982.5,-12.5,-4.5,9982.5,-12.5,-4.5,9986.0,-9.0,-1.0,9993.0,-2.0,6.0
319100,Mark 14,Mark 38,VEV_4000,XIRECS,1213.0,3,3,sell,Mark 14,1213,1234,1223.5,21,37.0,37.0,74.0,-10.5,-10.5,0.0,-21.0,True,False,1224.0,-11.0,-0.5,1224.0,-11.0,-0.5,1223.0,-10.0,0.5,1225.0,-12.0,-1.5
319800,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9968.0,2,3,sell,Mark 14,9968,9984,9976.0,16,33.0,33.0,66.0,-8.0,-8.0,0.0,-16.0,True,False,9980.0,-12.0,-4.0,9980.0,-12.0,-4.0,9979.5,-11.5,-3.5,9985.0,-17.0,-9.0
321900,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,9979.0,2,3,buy,Mark 14,9963,9979,9971.0,16,41.0,41.0,82.0,8.0,-8.0,16.0,0.0,True,False,9972.0,-7.0,1.0,9972.0,-7.0,1.0,9973.0,-6.0,2.0,9972.0,-7.0,1.0
323600,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9965.0,2,3,sell,Mark 14,9965,9981,9973.0,16,40.0,40.0,80.0,-8.0,-8.0,0.0,-16.0,True,False,9973.0,-8.0,0.0,9973.0,-8.0,0.0,9976.5,-11.5,-3.5,9976.0,-11.0,-3.0
323600,Mark 14,Mark 38,VEV_4000,XIRECS,1218.0,1,3,sell,Mark 14,1218,1238,1228.0,20,32.0,32.0,64.0,-10.0,-10.0,0.0,-20.0,True,False,1229.5,-11.5,-1.5,1229.5,-11.5,-1.5,1229.0,-11.0,-1.0,1229.0,-11.0,-1.0
329600,Mark 38,Mark 14,HYDROGEL_PACK,XIRECS,10000.0,2,3,buy,Mark 14,9984,10000,9992.0,16,41.0,41.0,82.0,8.0,-8.0,16.0,0.0,True,False,9994.0,-6.0,2.0,9994.0,-6.0,2.0,9995.0,-5.0,3.0,9992.0,-8.0,0.0
330700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9978.0,3,3,sell,Mark 14,9978,9994,9986.0,16,38.0,38.0,76.0,-8.0,-8.0,0.0,-16.0,True,False,9986.0,-8.0,0.0,9986.0,-8.0,0.0,9983.0,-5.0,3.0,9991.0,-13.0,-5.0
332700,Mark 14,Mark 38,HYDROGEL_PACK,XIRECS,9986.0,5,3,sell,Mark 14,9986,10002,9994.0,16,34.0,34.0,68.0,-8.0,-8.0,0.0,-16.0,True,False,9999.0,-13.0,-5.0,9999.0,-13.0,-5.0,9998.0,-12.0,-4.0,10002.0,-16.0,-8.0
