symbol,side,day,timestamp,qty,entry_ts,historical_edge_t200,executable_edge_t200,slippage
HYDROGEL_PACK,buy,2,512800,4,512900,12.0,1.0,12.0
VELVETFRUIT_EXTRACT,sell,2,513600,5,513700,-2.5,-4.5,3.0
HYDROGEL_PACK,buy,2,516500,5,516600,6.0,-11.0,16.0
VEV_5200,buy,2,519600,5,519700,0.0,-2.5,2.0
HYDROGEL_PACK,sell,2,519800,6,519900,12.0,-4.0,16.0
VEV_4000,sell,2,521000,1,521100,10.5,-11.5,22.0
HYDROGEL_PACK,buy,2,524600,5,524700,10.0,-6.0,14.0
HYDROGEL_PACK,buy,2,526300,3,526400,15.0,-7.0,18.0
VELVETFRUIT_EXTRACT,buy,2,527200,7,527300,4.0,-2.5,4.0
VELVETFRUIT_EXTRACT,sell,2,527300,5,527400,2.5,0.5,1.0
VELVETFRUIT_EXTRACT,sell,2,529800,3,529900,0.5,-2.5,5.0
HYDROGEL_PACK,buy,2,530900,3,531000,7.0,-13.0,16.0
HYDROGEL_PACK,buy,2,534700,3,534800,10.0,-8.0,17.0
HYDROGEL_PACK,sell,2,534900,3,535000,7.0,-10.0,17.0
HYDROGEL_PACK,buy,2,535100,2,535200,9.0,-5.0,16.0
VEV_4000,sell,2,536500,2,536600,8.5,-11.5,19.0
VELVETFRUIT_EXTRACT,sell,2,538700,5,538800,4.5,-0.5,6.0
HYDROGEL_PACK,sell,2,540500,2,540600,10.0,-6.0,18.0
HYDROGEL_PACK,sell,2,540600,2,540700,10.0,-6.0,16.0
VELVETFRUIT_EXTRACT,sell,2,541400,8,541500,0.5,-2.0,3.0
HYDROGEL_PACK,sell,2,543800,6,543900,8.0,-5.0,15.0
VEV_4000,buy,2,543900,1,544000,10.5,-9.5,21.0
HYDROGEL_PACK,sell,2,544400,6,544500,12.0,-9.0,19.0
VELVETFRUIT_EXTRACT,sell,2,545400,7,545500,4.0,-3.5,6.0
VELVETFRUIT_EXTRACT,sell,2,545900,5,546000,1.5,-4.5,5.0
HYDROGEL_PACK,buy,2,547000,6,547100,8.0,-9.0,17.0
HYDROGEL_PACK,buy,2,548500,6,548600,10.0,-8.0,17.0
HYDROGEL_PACK,sell,2,553400,2,553500,7.0,-6.0,16.0
VELVETFRUIT_EXTRACT,buy,2,554600,7,554700,3.0,-2.5,5.0
VEV_5300,buy,2,554600,5,554700,1.0,-1.0,2.0
VELVETFRUIT_EXTRACT,buy,2,555700,7,555800,1.5,-1.5,5.0
HYDROGEL_PACK,sell,2,556000,5,556100,9.0,-9.0,16.0
HYDROGEL_PACK,sell,2,556100,5,556200,7.0,-10.0,17.0
VELVETFRUIT_EXTRACT,buy,2,556700,8,556800,2.5,-1.0,4.0
VELVETFRUIT_EXTRACT,sell,2,558800,8,558900,1.5,-4.0,5.0
VELVETFRUIT_EXTRACT,sell,2,558900,7,559000,1.0,-3.0,4.0
HYDROGEL_PACK,sell,2,561000,4,561100,7.0,-5.0,14.0
VELVETFRUIT_EXTRACT,buy,2,561100,6,561200,2.5,-2.5,5.0
VELVETFRUIT_EXTRACT,buy,2,561300,3,561400,3.5,-3.5,5.0
VEV_4000,buy,2,563200,3,563300,9.5,-10.0,19.0
VEV_4000,sell,2,563700,1,563800,9.5,-11.5,20.0
VELVETFRUIT_EXTRACT,buy,2,564900,6,565000,2.5,-0.5,4.0
VELVETFRUIT_EXTRACT,buy,2,566100,3,566200,-0.5,-2.5,2.0
HYDROGEL_PACK,buy,2,568500,2,568600,7.0,-9.5,16.0
VEV_4000,buy,2,571300,3,571400,13.5,-11.5,21.0
VEV_4000,buy,2,573500,2,573600,10.5,-11.0,22.0
HYDROGEL_PACK,sell,2,573800,3,573900,7.0,-11.0,17.0
HYDROGEL_PACK,sell,2,574200,6,574300,6.0,-10.0,15.0
VELVETFRUIT_EXTRACT,buy,2,576500,7,576600,1.5,-3.0,4.0
HYDROGEL_PACK,sell,2,576700,5,576800,10.0,-6.0,16.0
VELVETFRUIT_EXTRACT,buy,2,577700,8,577800,0.5,-2.0,3.0
HYDROGEL_PACK,sell,2,578300,6,578400,9.5,-10.0,17.0
VELVETFRUIT_EXTRACT,buy,2,578300,8,578400,-0.5,-5.5,5.0
HYDROGEL_PACK,sell,2,581600,2,581700,9.0,-6.0,17.0
HYDROGEL_PACK,buy,2,582600,4,582700,4.0,-13.5,15.0
HYDROGEL_PACK,buy,2,585200,6,585300,11.0,-5.0,15.0
VEV_5300,buy,2,587100,4,587200,0.0,-1.0,1.0
VELVETFRUIT_EXTRACT,sell,2,587200,6,587300,2.5,-2.5,4.0
VEV_4000,buy,2,587500,1,587600,11.0,-10.0,22.0
HYDROGEL_PACK,sell,2,587700,4,587800,9.0,-8.0,16.0
HYDROGEL_PACK,sell,2,588400,6,588500,5.0,-9.0,16.0
VELVETFRUIT_EXTRACT,sell,2,588400,5,588500,2.5,-2.5,5.0
HYDROGEL_PACK,sell,2,588800,2,588900,14.5,-11.0,19.0
HYDROGEL_PACK,buy,2,589300,3,589400,10.0,-7.0,18.0
VEV_4000,sell,2,590700,1,590800,11.0,-11.0,22.0
HYDROGEL_PACK,sell,2,592200,4,592300,12.0,-3.0,16.0
HYDROGEL_PACK,buy,2,596100,3,596200,6.0,-7.0,16.0
HYDROGEL_PACK,sell,2,596600,6,596700,10.0,-8.0,18.0
HYDROGEL_PACK,sell,2,597500,4,597600,9.0,-7.0,17.0
VEV_4000,sell,2,600300,2,600400,9.5,-12.5,22.0
HYDROGEL_PACK,buy,2,601600,6,601700,9.0,-12.0,19.0
HYDROGEL_PACK,sell,2,604400,3,604500,7.0,-10.0,16.0
VELVETFRUIT_EXTRACT,sell,2,604500,7,604600,4.0,-3.5,5.0
VEV_4000,buy,2,605100,3,605200,8.0,-9.5,19.0
VEV_4000,sell,2,607400,2,607500,10.5,-10.5,20.0
HYDROGEL_PACK,buy,2,608900,2,609000,4.0,-7.0,13.0
HYDROGEL_PACK,buy,2,610900,5,611000,5.0,-7.0,13.0
VEV_4000,buy,2,610900,3,611000,7.5,-12.5,19.0
VELVETFRUIT_EXTRACT,buy,2,612300,8,612400,0.5,-2.5,3.0
VELVETFRUIT_EXTRACT,sell,2,616700,4,616800,2.5,-1.5,5.0
HYDROGEL_PACK,buy,2,620000,5,620100,9.0,-5.0,16.0
VELVETFRUIT_EXTRACT,sell,2,620800,4,620900,4.5,-1.0,6.0
VEV_4000,buy,2,624000,2,624100,10.5,-9.5,21.0
VEV_4000,buy,2,624200,2,624300,11.5,-10.0,22.0
VEV_4000,sell,2,625900,2,626000,9.5,-12.5,21.0
VELVETFRUIT_EXTRACT,sell,2,626300,5,626400,3.5,-2.5,6.0
VEV_4000,sell,2,627100,3,627200,11.5,-10.5,21.0
VELVETFRUIT_EXTRACT,sell,2,627400,7,627500,-0.5,-2.5,4.0
HYDROGEL_PACK,buy,2,630700,3,630800,7.0,-7.0,15.0
HYDROGEL_PACK,buy,2,631400,3,631500,5.0,-7.0,15.0
HYDROGEL_PACK,sell,2,633100,6,633200,10.0,-7.0,16.0
HYDROGEL_PACK,sell,2,634300,4,634400,11.0,-10.0,18.0
VEV_4000,buy,2,635100,3,635200,10.5,-9.5,21.0
VEV_4000,sell,2,637900,3,638000,9.5,-10.5,20.0
HYDROGEL_PACK,buy,2,640000,2,640100,9.0,-7.0,16.0
VELVETFRUIT_EXTRACT,sell,2,641500,5,641600,4.0,-3.5,7.0
VELVETFRUIT_EXTRACT,buy,2,643000,6,643100,5.0,-4.5,7.0
VEV_4000,sell,2,643300,1,643400,9.5,-12.5,21.0
HYDROGEL_PACK,buy,2,645000,4,645100,9.0,-5.0,16.0
VEV_4000,buy,2,648700,3,648800,9.5,-10.5,20.0
HYDROGEL_PACK,buy,2,650000,4,650100,11.0,-8.5,20.0
VELVETFRUIT_EXTRACT,sell,2,653800,5,653900,1.5,-4.5,5.0
HYDROGEL_PACK,buy,2,655500,3,655600,11.0,-8.0,18.0
VEV_4000,sell,2,658100,3,658200,11.5,-9.5,22.0
VELVETFRUIT_EXTRACT,buy,2,658300,3,658400,2.5,-1.0,4.0
HYDROGEL_PACK,sell,2,659500,5,659600,7.0,-10.0,16.0
HYDROGEL_PACK,buy,2,661900,6,662000,9.5,-8.0,17.0
HYDROGEL_PACK,buy,2,663000,2,663100,9.0,-7.0,15.0
VEV_5200,buy,2,666500,2,666600,0.5,0.5,2.0
VEV_4000,sell,2,669900,3,670000,10.5,-10.5,20.0
VELVETFRUIT_EXTRACT,sell,2,672600,3,672700,1.0,-4.5,3.0
HYDROGEL_PACK,sell,2,674000,2,674100,9.0,-7.0,19.0
HYDROGEL_PACK,sell,2,674400,4,674500,9.0,-6.0,14.0
HYDROGEL_PACK,sell,2,675300,2,675400,7.0,-8.0,15.0
HYDROGEL_PACK,sell,2,675600,3,675700,11.0,-3.0,18.0
VELVETFRUIT_EXTRACT,sell,2,675600,7,675700,4.5,-0.5,5.0
VEV_4000,sell,2,676600,2,676700,11.0,-10.5,22.0
HYDROGEL_PACK,sell,2,678700,6,678800,14.0,-5.0,20.0
HYDROGEL_PACK,sell,2,681000,5,681100,3.0,-10.0,12.0
VELVETFRUIT_EXTRACT,sell,2,682800,6,682900,2.5,-4.5,6.0
HYDROGEL_PACK,buy,2,686100,6,686200,13.0,-8.0,21.0
HYDROGEL_PACK,sell,2,686700,5,686800,10.0,-6.0,18.0
HYDROGEL_PACK,buy,2,689700,5,689800,7.0,-5.0,15.0
VEV_4000,buy,2,690500,1,690600,9.0,-9.5,20.0
VELVETFRUIT_EXTRACT,sell,2,690600,5,690700,1.5,-5.5,6.0
HYDROGEL_PACK,buy,2,690800,5,690900,9.0,-8.0,16.0
VELVETFRUIT_EXTRACT,buy,2,691200,7,691300,2.5,-0.5,1.0
HYDROGEL_PACK,buy,2,691600,5,691700,9.0,-5.0,16.0
VEV_4000,sell,2,692000,1,692100,12.5,-9.5,23.0
VELVETFRUIT_EXTRACT,sell,2,692100,8,692200,3.5,-4.0,5.0
VELVETFRUIT_EXTRACT,sell,2,693900,3,694000,3.5,-1.5,5.0
VELVETFRUIT_EXTRACT,sell,2,694400,3,694500,4.0,-1.5,6.0
HYDROGEL_PACK,sell,2,694500,4,694600,4.0,-10.0,13.0
HYDROGEL_PACK,sell,2,696000,2,696100,9.0,-9.0,18.0
HYDROGEL_PACK,sell,2,697000,4,697100,6.0,-5.0,13.0
HYDROGEL_PACK,sell,2,697400,2,697500,11.0,-2.0,16.0
HYDROGEL_PACK,buy,2,698800,2,698900,7.0,-10.0,16.0
VEV_4000,buy,2,699800,3,699900,9.5,-9.5,20.0
VELVETFRUIT_EXTRACT,buy,2,701000,4,701100,4.5,-2.5,5.0
VELVETFRUIT_EXTRACT,sell,2,702100,5,702200,2.5,-2.5,5.0
VELVETFRUIT_EXTRACT,buy,2,702200,3,702300,2.5,-1.5,5.0
HYDROGEL_PACK,sell,2,705900,6,706000,10.0,-5.5,16.0
HYDROGEL_PACK,buy,2,707900,6,708000,5.0,-12.0,16.0
VEV_4000,buy,2,711200,3,711300,9.5,-10.5,21.0
HYDROGEL_PACK,buy,2,715500,6,715600,12.0,-9.0,19.0
HYDROGEL_PACK,buy,2,716900,3,717000,7.0,-6.0,13.0
HYDROGEL_PACK,buy,2,719000,5,719100,8.0,-8.0,15.0
VELVETFRUIT_EXTRACT,buy,2,726100,5,726200,0.0,-4.5,4.0
HYDROGEL_PACK,sell,2,727700,6,727800,5.0,-8.0,13.0
VEV_4000,buy,2,727900,2,728000,10.5,-8.5,20.0
VELVETFRUIT_EXTRACT,buy,2,730300,5,730400,0.5,-3.5,4.0
HYDROGEL_PACK,sell,2,734200,5,734300,5.0,-7.0,14.0
VELVETFRUIT_EXTRACT,buy,2,735100,3,735200,2.5,-4.0,5.0
VEV_4000,sell,2,736100,1,736200,12.0,-8.5,22.0
HYDROGEL_PACK,buy,2,736200,6,736300,6.0,-8.0,13.0
HYDROGEL_PACK,sell,2,737300,6,737400,14.0,-3.0,18.0
VELVETFRUIT_EXTRACT,sell,2,737500,3,737600,3.5,-1.5,5.0
HYDROGEL_PACK,buy,2,739000,4,739100,10.0,-4.0,16.0
VEV_4000,sell,2,739600,3,739700,11.0,-8.5,21.0
VELVETFRUIT_EXTRACT,sell,2,739900,4,740000,3.5,-2.0,6.0
HYDROGEL_PACK,buy,2,740000,4,740100,5.0,-9.0,15.0
VELVETFRUIT_EXTRACT,sell,2,740300,7,740400,3.5,-1.5,5.0
VELVETFRUIT_EXTRACT,buy,2,742000,8,742100,2.5,-2.0,4.0
HYDROGEL_PACK,buy,2,743500,5,743600,9.0,-9.0,17.0
VEV_4000,sell,2,746900,1,747000,8.0,-11.5,20.0
HYDROGEL_PACK,buy,2,747700,3,747800,7.0,-9.0,16.0
HYDROGEL_PACK,sell,2,749400,5,749500,5.5,-8.0,16.0
HYDROGEL_PACK,sell,2,752100,6,752200,11.0,-9.0,18.0
VEV_4000,sell,2,752300,2,752400,10.5,-9.0,20.0
HYDROGEL_PACK,buy,2,752500,5,752600,6.0,-9.0,15.0
HYDROGEL_PACK,sell,2,753400,4,753500,10.0,-6.0,16.0
HYDROGEL_PACK,buy,2,755000,4,755100,10.0,-3.0,11.0
VEV_4000,sell,2,757200,2,757300,12.5,-10.0,21.0
VELVETFRUIT_EXTRACT,buy,2,758100,8,758200,2.5,-2.0,5.0
HYDROGEL_PACK,buy,2,759500,2,759600,10.0,-8.0,18.0
VELVETFRUIT_EXTRACT,buy,2,761800,7,761900,2.5,-2.0,5.0
VEV_4000,sell,2,762200,2,762300,8.5,-10.5,19.0
VELVETFRUIT_EXTRACT,sell,2,762800,6,762900,5.5,-1.5,7.0
VEV_5300,buy,2,764000,3,764100,0.0,-1.0,1.0
VELVETFRUIT_EXTRACT,sell,2,766000,4,766100,1.5,-3.0,4.0
HYDROGEL_PACK,buy,2,766500,4,766600,9.0,-10.0,16.0
HYDROGEL_PACK,sell,2,767700,6,767800,7.5,-11.0,17.0
HYDROGEL_PACK,sell,2,771300,4,771400,10.0,-7.0,17.0
VELVETFRUIT_EXTRACT,buy,2,773800,8,773900,-0.5,-3.5,3.0
VEV_4000,sell,2,774200,2,774300,9.5,-11.0,21.0
HYDROGEL_PACK,buy,2,775300,4,775400,10.0,-7.0,16.0
VELVETFRUIT_EXTRACT,sell,2,775500,7,775600,2.0,-2.0,4.0
HYDROGEL_PACK,sell,2,780000,3,780100,5.0,-8.0,15.0
VELVETFRUIT_EXTRACT,sell,2,781100,7,781200,2.5,-3.0,6.0
HYDROGEL_PACK,buy,2,784000,6,784100,5.0,-13.0,18.0
HYDROGEL_PACK,buy,2,787400,5,787500,5.0,-11.0,16.0
HYDROGEL_PACK,buy,2,795400,6,795500,12.0,-6.0,15.0
VEV_4000,buy,2,796800,1,796900,11.0,-11.5,22.0
VEV_4000,sell,2,800000,1,800100,11.5,-10.5,21.0
VELVETFRUIT_EXTRACT,buy,2,802600,7,802700,2.0,-3.5,5.0
HYDROGEL_PACK,sell,2,802700,4,802800,8.0,-7.0,13.0
HYDROGEL_PACK,sell,2,804500,5,804600,10.0,-10.0,20.0
VELVETFRUIT_EXTRACT,sell,2,805000,3,805100,1.5,-1.5,4.0
VEV_4000,buy,2,805600,2,805700,10.5,-10.5,22.0
VELVETFRUIT_EXTRACT,sell,2,807300,6,807400,3.5,-3.5,6.0
VEV_4000,buy,2,808200,2,808300,9.5,-11.5,20.0
VEV_5300,buy,2,808800,4,808900,0.0,-1.0,1.0
VEV_4000,buy,2,809100,3,809200,7.5,-13.5,20.0
VELVETFRUIT_EXTRACT,buy,2,812300,8,812400,3.5,-2.0,5.0
HYDROGEL_PACK,buy,2,812700,3,812800,10.0,-6.0,18.0
VELVETFRUIT_EXTRACT,sell,2,815900,3,816000,3.5,-3.5,6.0
VEV_4000,sell,2,816800,3,816900,8.0,-11.5,19.0
HYDROGEL_PACK,sell,2,818600,3,818700,8.0,-4.0,15.0
VEV_4000,buy,2,819600,3,819700,9.5,-10.5,21.0
VELVETFRUIT_EXTRACT,sell,2,823500,8,823600,1.5,-4.0,5.0
VEV_4000,buy,2,823600,3,823700,11.5,-10.5,22.0
HYDROGEL_PACK,buy,2,824000,4,824100,5.0,-6.0,13.0
VELVETFRUIT_EXTRACT,sell,2,825200,4,825300,0.0,-2.5,3.0
VEV_4000,sell,2,825500,3,825600,9.5,-11.5,20.0
VELVETFRUIT_EXTRACT,sell,2,825600,6,825700,1.5,-2.5,5.0
HYDROGEL_PACK,buy,2,827000,5,827100,8.0,-5.0,14.0
VEV_4000,sell,2,827300,2,827400,10.5,-9.5,21.0
VELVETFRUIT_EXTRACT,sell,2,829800,7,829900,2.5,-1.0,4.0
HYDROGEL_PACK,buy,2,830600,3,830700,5.0,-11.0,15.0
VELVETFRUIT_EXTRACT,sell,2,831300,3,831400,0.5,-3.5,4.0
VEV_4000,sell,2,833300,2,833400,10.5,-11.5,22.0
VELVETFRUIT_EXTRACT,sell,2,833700,5,833800,1.5,-3.0,5.0
HYDROGEL_PACK,buy,2,834000,4,834100,6.0,-7.0,14.0
VEV_5300,buy,2,836300,4,836400,1.0,-1.0,2.0
VELVETFRUIT_EXTRACT,buy,2,836500,4,836600,1.5,-5.0,5.0
VELVETFRUIT_EXTRACT,buy,2,840900,8,841000,4.5,-0.5,5.0
HYDROGEL_PACK,buy,2,842800,6,842900,8.0,-7.0,17.0
HYDROGEL_PACK,sell,2,843300,3,843400,1.0,-11.0,11.0
VELVETFRUIT_EXTRACT,sell,2,844300,7,844400,-0.5,-4.5,3.0
VELVETFRUIT_EXTRACT,sell,2,848300,7,848400,3.0,-2.5,6.0
HYDROGEL_PACK,buy,2,849400,6,849500,7.0,-11.0,18.0
VEV_4000,buy,2,850200,1,850300,8.5,-9.5,20.0
HYDROGEL_PACK,sell,2,855100,4,855200,9.0,-10.0,16.0
HYDROGEL_PACK,buy,2,856600,2,856700,12.0,-9.0,19.0
VELVETFRUIT_EXTRACT,buy,2,860300,3,860400,2.0,-3.5,5.0
VELVETFRUIT_EXTRACT,buy,2,861000,4,861100,2.5,-5.0,7.0
HYDROGEL_PACK,sell,2,861200,2,861300,8.0,-6.0,17.0
HYDROGEL_PACK,buy,2,861800,6,861900,6.0,-6.0,12.0
HYDROGEL_PACK,buy,2,863300,5,863400,7.0,-13.5,16.0
HYDROGEL_PACK,buy,2,864200,3,864300,6.0,-9.0,14.0
HYDROGEL_PACK,sell,2,866200,3,866300,8.0,-8.0,16.0
HYDROGEL_PACK,sell,2,866800,6,866900,11.0,-3.5,17.0
HYDROGEL_PACK,sell,2,866900,2,867000,12.5,-11.0,18.0
HYDROGEL_PACK,buy,2,867500,6,867600,8.0,-3.0,16.0
HYDROGEL_PACK,buy,2,869900,2,870000,6.0,-10.0,18.0
HYDROGEL_PACK,sell,2,870100,2,870200,11.0,-4.0,14.0
HYDROGEL_PACK,sell,2,870400,4,870500,3.5,-11.0,14.0
VELVETFRUIT_EXTRACT,buy,2,874800,8,874900,3.0,1.5,2.0
VEV_4000,sell,2,875900,1,876000,12.5,-10.5,22.0
VEV_5200,buy,2,876500,3,876600,2.0,-0.5,3.0
HYDROGEL_PACK,buy,2,876900,5,877000,9.0,-8.0,17.0
VEV_4000,buy,2,879100,2,879200,11.5,-9.5,21.0
VEV_4000,buy,2,880000,3,880100,11.5,-8.5,21.0
HYDROGEL_PACK,sell,2,880800,5,880900,8.0,-7.0,14.0
VELVETFRUIT_EXTRACT,sell,2,881200,4,881300,1.5,-4.0,4.0
VEV_4000,buy,2,884100,2,884200,9.5,-11.5,20.0
VELVETFRUIT_EXTRACT,sell,2,886000,3,886100,2.0,-3.5,5.0
VELVETFRUIT_EXTRACT,sell,2,887000,4,887100,-1.0,-2.0,4.0
HYDROGEL_PACK,sell,2,890200,5,890300,7.5,-0.5,14.0
VELVETFRUIT_EXTRACT,sell,2,891400,4,891500,0.0,-5.5,4.0
HYDROGEL_PACK,buy,2,891600,6,891700,10.0,-5.0,16.0
VELVETFRUIT_EXTRACT,sell,2,891800,7,891900,2.5,-2.0,5.0
VELVETFRUIT_EXTRACT,sell,2,892900,5,893000,-1.0,-4.5,3.0
VEV_4000,sell,2,894800,2,894900,12.5,-10.5,22.0
HYDROGEL_PACK,sell,2,894900,2,895000,7.0,-9.0,16.0
VELVETFRUIT_EXTRACT,buy,2,898100,8,898200,3.0,1.5,3.0
HYDROGEL_PACK,buy,2,899900,3,900000,6.0,-2.0,8.0
VELVETFRUIT_EXTRACT,buy,2,900500,3,900600,2.5,0.0,3.0
VELVETFRUIT_EXTRACT,buy,2,901000,8,901100,2.5,-2.5,5.0
HYDROGEL_PACK,sell,2,902500,5,902600,8.0,-5.0,15.0
HYDROGEL_PACK,buy,2,903600,4,903700,9.0,-8.0,18.0
VELVETFRUIT_EXTRACT,sell,2,904000,5,904100,4.0,-2.0,6.0
HYDROGEL_PACK,buy,2,913200,2,913300,9.0,-6.0,15.0
VEV_4000,sell,2,914100,2,914200,11.0,-9.5,21.0
VELVETFRUIT_EXTRACT,buy,2,915400,7,915500,4.5,-3.0,6.0
HYDROGEL_PACK,sell,2,918200,5,918300,4.0,-11.0,13.0
VELVETFRUIT_EXTRACT,sell,2,918800,8,918900,-0.5,-2.0,3.0
HYDROGEL_PACK,sell,2,921800,3,921900,7.0,-8.0,15.0
VELVETFRUIT_EXTRACT,sell,2,922100,4,922200,2.5,-4.5,7.0
HYDROGEL_PACK,sell,2,923800,6,923900,12.0,-7.0,18.0
VELVETFRUIT_EXTRACT,buy,2,924100,6,924200,0.0,-2.5,4.0
VEV_4000,sell,2,925100,2,925200,10.0,-11.0,22.0
HYDROGEL_PACK,buy,2,927700,4,927800,9.0,-9.0,17.0
HYDROGEL_PACK,buy,2,928800,6,928900,11.0,-4.0,17.0
VELVETFRUIT_EXTRACT,buy,2,929100,8,929200,1.5,-1.5,4.0
HYDROGEL_PACK,buy,2,929600,6,929700,14.0,-6.0,18.0
VELVETFRUIT_EXTRACT,sell,2,929900,7,930000,3.5,-1.5,6.0
VELVETFRUIT_EXTRACT,buy,2,934300,8,934400,1.0,-1.5,4.0
HYDROGEL_PACK,buy,2,935400,3,935500,8.0,-12.0,18.0
VELVETFRUIT_EXTRACT,buy,2,936600,8,936700,2.5,-2.5,6.0
HYDROGEL_PACK,sell,2,940100,6,940200,10.0,-3.0,16.0
HYDROGEL_PACK,buy,2,940500,2,940600,5.0,-9.0,13.0
VELVETFRUIT_EXTRACT,sell,2,942800,4,942900,4.5,-3.5,6.0
HYDROGEL_PACK,buy,2,944300,5,944400,8.0,-8.0,16.0
VELVETFRUIT_EXTRACT,sell,2,945400,3,945500,1.5,-2.5,6.0
HYDROGEL_PACK,buy,2,947900,6,948000,10.0,-12.0,20.0
VELVETFRUIT_EXTRACT,buy,2,947900,5,948000,1.5,-3.0,4.0
HYDROGEL_PACK,sell,2,948400,5,948500,11.0,-4.0,18.0
VEV_5300,buy,2,948500,5,948600,1.0,-1.0,2.0
HYDROGEL_PACK,buy,2,949800,6,949900,9.0,-11.0,19.0
HYDROGEL_PACK,buy,2,958400,4,958500,5.0,-9.0,16.0
VELVETFRUIT_EXTRACT,sell,2,959100,3,959200,1.5,0.0,4.0
HYDROGEL_PACK,buy,2,961700,5,961800,10.0,-8.0,18.0
VEV_4000,buy,2,961700,3,961800,9.0,-11.5,21.0
VELVETFRUIT_EXTRACT,sell,2,963700,7,963800,-1.5,-5.5,3.0
HYDROGEL_PACK,buy,2,965500,6,965600,12.0,-7.0,17.0
VEV_4000,buy,2,965600,3,965700,6.5,-11.5,19.0
HYDROGEL_PACK,sell,2,967500,4,967600,7.0,-8.0,15.0
VELVETFRUIT_EXTRACT,sell,2,967900,3,968000,2.0,-1.5,3.0
VELVETFRUIT_EXTRACT,sell,2,968300,8,968400,1.5,-1.5,3.0
HYDROGEL_PACK,sell,2,968600,5,968700,9.0,-8.0,17.0
VELVETFRUIT_EXTRACT,buy,2,970000,8,970100,1.5,-4.5,5.0
HYDROGEL_PACK,sell,2,970300,3,970400,6.0,-8.0,14.0
VELVETFRUIT_EXTRACT,sell,2,972700,8,972800,1.5,-1.5,4.0
VEV_5300,buy,2,972800,2,972900,0.0,0.0,1.0
VELVETFRUIT_EXTRACT,buy,2,974300,5,974400,1.5,-2.5,5.0
VEV_4000,buy,2,975900,1,976000,9.5,-12.5,21.0
HYDROGEL_PACK,buy,2,976200,2,976300,5.0,-9.0,15.0
HYDROGEL_PACK,sell,2,976800,2,976900,10.0,-9.0,20.0
VEV_5300,buy,2,977300,4,977400,1.0,-1.0,2.0
VEV_4000,buy,2,978200,2,978300,9.0,-9.5,20.0
VELVETFRUIT_EXTRACT,sell,2,978400,8,978500,0.5,-4.5,3.0
HYDROGEL_PACK,sell,2,978600,3,978700,7.0,-5.0,14.0
VELVETFRUIT_EXTRACT,sell,2,978600,4,978700,2.5,-0.5,2.0
HYDROGEL_PACK,sell,2,978700,2,978800,11.0,-5.0,17.0
VELVETFRUIT_EXTRACT,buy,2,981200,3,981300,3.0,-3.5,5.0
HYDROGEL_PACK,sell,2,982000,2,982100,7.0,-8.0,13.0
VEV_4000,buy,2,982500,2,982600,7.5,-9.5,19.0
HYDROGEL_PACK,sell,2,983700,2,983800,9.0,-7.0,15.0
HYDROGEL_PACK,sell,2,984200,3,984300,10.0,-1.5,18.0
HYDROGEL_PACK,buy,2,984700,5,984800,8.0,-7.0,13.0
VELVETFRUIT_EXTRACT,buy,2,986100,6,986200,2.5,-1.5,4.0
HYDROGEL_PACK,sell,2,992200,4,992300,11.0,-4.0,16.0
HYDROGEL_PACK,buy,2,994800,4,994900,11.0,-6.0,18.0
VELVETFRUIT_EXTRACT,sell,2,995100,7,995200,2.5,-4.5,6.0
VELVETFRUIT_EXTRACT,buy,2,996300,3,996400,3.5,-0.5,5.0
HYDROGEL_PACK,buy,2,996500,2,996600,8.0,-2.0,13.0
VELVETFRUIT_EXTRACT,buy,2,996500,3,996600,5.5,-0.5,6.0
VEV_4000,sell,2,998800,3,998900,11.5,-11.0,22.0
VEV_4000,buy,3,1700,2,1800,12.0,-13.0,23.0
HYDROGEL_PACK,sell,3,4400,6,4500,8.5,-4.0,18.0
HYDROGEL_PACK,buy,3,4500,3,4600,4.0,-7.0,14.0
HYDROGEL_PACK,buy,3,8100,5,8200,9.0,-9.0,17.0
VEV_4000,sell,3,8700,2,8800,10.5,-11.0,22.0
VELVETFRUIT_EXTRACT,sell,3,10600,3,10700,2.5,-3.5,6.0
HYDROGEL_PACK,buy,3,18700,2,18800,9.0,-10.0,18.0
HYDROGEL_PACK,sell,3,19200,4,19300,11.0,-9.0,18.0
HYDROGEL_PACK,sell,3,19500,2,19600,6.0,-8.0,13.0
VELVETFRUIT_EXTRACT,sell,3,20100,5,20200,3.0,-1.5,5.0
HYDROGEL_PACK,sell,3,22300,4,22400,4.0,-12.0,15.0
HYDROGEL_PACK,sell,3,22500,6,22600,8.0,-8.0,15.0
VEV_4000,sell,3,22800,3,22900,8.0,-10.5,20.0
HYDROGEL_PACK,buy,3,23900,2,24000,3.0,-5.0,14.0
HYDROGEL_PACK,buy,3,24500,5,24600,5.0,-10.0,17.0
HYDROGEL_PACK,buy,3,25600,3,25700,6.0,-6.0,7.0
HYDROGEL_PACK,sell,3,28400,3,28500,5.0,-11.0,13.0
VELVETFRUIT_EXTRACT,buy,3,28500,7,28600,0.5,-3.0,4.0
HYDROGEL_PACK,buy,3,31300,3,31400,11.0,-5.0,17.0
VELVETFRUIT_EXTRACT,buy,3,32700,5,32800,4.0,-1.5,5.0
VELVETFRUIT_EXTRACT,buy,3,33400,3,33500,3.5,-1.0,6.0
VEV_5400,buy,3,33600,2,33700,0.5,-0.5,1.0
HYDROGEL_PACK,buy,3,33900,3,34000,2.0,-9.5,12.0
